name,Sex,Team,Sport,Medal,Medal_Count
Sibelis Veranes Morell,F,Cuba,Judo,Gold,1
"Sidney B. ""Sid"" Johnson",M,Milwaukee Athletic Club-1,Tug-Of-War,Gold,1
Sidney Ernest Swann,M,Leander Club-1,Rowing,Gold,1
"Sidney James Montford ""Sid"" Atkinson",M,South Africa,Athletics,Gold,1
Sidney John Robinson,M,Amateur Athletic Association,Athletics,Gold,1
Sidney Louis Walter Merlin,M,Great Britain,Shooting,Gold,1
"Sidney Rae ""Sid"" Hinds",M,United States,Shooting,Gold,1
Siegbert Horn,M,East Germany,Canoeing,Gold,1
Siegfried Voigt,M,East Germany,Handball,Gold,1
Siegrun Siegl (Thon-),F,East Germany,Athletics,Gold,1
Sigita Streen-Maeikait,F,Soviet Union,Handball,Gold,1
Sigrid Wolf,F,Austria,Alpine Skiing,Gold,1
Sigrun Wodars-Grau (Ludwigs-),F,East Germany,Athletics,Gold,1
Sigurd Gersdorf Jrgensen,M,Norway,Gymnastics,Gold,1
Sigurd Holter,M,Eleda,Sailing,Gold,1
"Sigurdur Franklin ""Frank"" Fredrickson",M,Canada,Ice Hockey,Gold,1
Sigvard Jakob Sivertsen,M,Norway,Gymnastics,Gold,1
Siiri Johanna Rantanen (Lintunen-),F,Finland,Cross Country Skiing,Gold,1
Silje Jrgensen,F,Norway,Football,Gold,1
Silke Kraushaar (-Pielach),F,Germany,Luge,Gold,1
Silke Mller,F,Germany,Hockey,Gold,1
Silke Renk (-Lange),F,Germany,Athletics,Gold,1
Silvaine Gustave Sandras,M,France,Gymnastics,Gold,1
Silvester Taka,M,Yugoslavia,Football,Gold,1
Silvia Alexandra Stroescu,F,Romania,Gymnastics,Gold,1
Silvia Bosurgi,F,Italy,Water Polo,Gold,1
Silvia Frhlich,F,East Germany,Rowing,Gold,1
Silvia Manrique Prez,F,Spain,Hockey,Gold,1
Silvia Sperber (-Seiderer),F,West Germany,Shooting,Gold,1
Silvio Fauner,M,Italy,Cross Country Skiing,Gold,1
Silvio Martinello,M,Italy,Cycling,Gold,1
"Simeon Garland ""Sim"" Iness",M,United States,Athletics,Gold,1
Simion Ismailciuc,M,Romania,Canoeing,Gold,1
Simon Gagn,M,Canada,Ice Hockey,Gold,1
Simon John Dennis,M,Great Britain,Rowing,Gold,1
Simon John Fairweather,M,Australia,Archery,Gold,1
Simon Kaurin Slttvik,M,Norway,Nordic Combined,Gold,1
Simon Niepmann,M,Switzerland,Rowing,Gold,1
Simon Schrch,M,Switzerland,Rowing,Gold,1
Simon St. Quentin Whitfield,M,Canada,Triathlon,Gold,1
Simona Cristina Gherman (Alexandru-),F,Romania,Fencing,Gold,1
Simona Pop (Deac-),F,Romania,Fencing,Gold,1
Simone Hankin,F,Australia,Water Polo,Gold,1
Simone Laudehr,F,Germany,Football,Gold,1
Simone Margareta Koot,F,Netherlands,Water Polo,Gold,1
Simone Raineri,M,Italy,Rowing,Gold,1
Simone Vanni,M,Italy,Fencing,Gold,1
Sin Jun-Seop,M,South Korea,Boxing,Gold,1
Siren Sundby,F,Norway,Sailing,Gold,1
Sirkka Tellervo Polkunen (-Vilander),F,Finland,Cross Country Skiing,Gold,1
Siyka Kelbecheva-Barbulova,F,Bulgaria,Rowing,Gold,1
Sizwe Ndlovu,M,South Africa,Rowing,Gold,1
Sjoukje Rosalinde Dijkstra (-Kossmayer),F,Netherlands,Figure Skating,Gold,1
Slavica Djuki,F,Yugoslavia,Handball,Gold,1
Slobodan Bokan,M,Serbia and Montenegro,Volleyball,Gold,1
Slobodan Kaar,M,Yugoslavia,Boxing,Gold,1
Slobodan Kova,M,Serbia and Montenegro,Volleyball,Gold,1
Slobodan Kuzmanovski,M,Yugoslavia,Handball,Gold,1
Slobodan Mikovi,M,Yugoslavia,Handball,Gold,1
Slobodan Niki,M,Serbia,Water Polo,Gold,1
Sndor (Alexander) Prokopp,M,Hungary,Shooting,Gold,1
Sndor Erds,M,Hungary,Fencing,Gold,1
Sndor Gombos,M,Hungary,Fencing,Gold,1
Sndor Hdosi,M,Hungary,Canoeing,Gold,1
Sndor Ivdy,M,Hungary,Water Polo,Gold,1
Sndor Katona,M,Hungary,Football,Gold,1
Sndor Kocsis,M,Hungary,Football,Gold,1
Sndor Psta,M,Hungary,Fencing,Gold,1
Sndor Tarics,M,Hungary,Water Polo,Gold,1
Sndor Wladr,M,Hungary,Swimming,Gold,1
Snke Rothenberger,M,Germany,Equestrianism,Gold,1
Sofia Bekatorou (-Kosmatopoulos),F,Greece,Sailing,Gold,1
Sofia Corban-Banovici,F,Romania,Rowing,Gold,1
Sofia Toro Prieto-Puga,F,Spain,Sailing,Gold,1
Sofiya Aleksandrovna Velikaya,F,Russia,Fencing,Gold,1
Sohrab Moradi,M,Iran,Weightlifting,Gold,1
Solveig Ingersdatter Gulbrandsen (-Andreassen),F,Norway,Football,Gold,1
Somaya Muttana Maneypandey,M,India,Hockey,Gold,1
Somjit Jongjohor,M,Thailand,Boxing,Gold,1
Somluck Kamsing,M,Thailand,Boxing,Gold,1
Son Gi-Jeong,M,Japan,Athletics,Gold,1
Son Mi-Na,F,South Korea,Handball,Gold,1
Son Tae-Jin,M,South Korea,Taekwondo,Gold,1
Song Dae-Nam,M,South Korea,Judo,Gold,1
Song Jae-Geun,M,South Korea,Short Track Speed Skating,Gold,1
Song Ji-Hyeon,F,South Korea,Handball,Gold,1
Song Nina,F,China,Volleyball,Gold,1
Song Seog-U,M,South Korea,Short Track Speed Skating,Gold,1
Song Seung-Jun,M,South Korea,Baseball,Gold,1
Sonia Barrio Gutirrez,F,Spain,Hockey,Gold,1
Sonia Robertson (Chick-),F,Zimbabwe,Hockey,Gold,1
Sonja Lehmann (-Dittbrenner),F,Germany,Hockey,Gold,1
Sonja Viola Edstrm-Ruthstrm,F,Sweden,Cross Country Skiing,Gold,1
Sophie Charlotte Bray,F,Great Britain,Hockey,Gold,1
Sophie Hannah Marguerite Hosking,F,Great Britain,Rowing,Gold,1
Sophie Michle Moresse-Pichot,F,France,Fencing,Gold,1
Sopita Tanasan,F,Thailand,Weightlifting,Gold,1
Soraya Jimnez Mendvil,F,Mexico,Weightlifting,Gold,1
Sorin Babii,M,Romania,Shooting,Gold,1
Soslan Lyudvikovich Ramonov,M,Russia,Wrestling,Gold,1
Spencer Haywood,M,United States,Basketball,Gold,1
"Spyridon ""Spyros"" Louis",M,Greece,Athletics,Gold,1
Staci Nicole Wilson,F,United States,Football,Gold,1
Staciana Stitts (-Winfield),F,United States,Swimming,Gold,1
"Stacy Rene Dragila (Mikaelsen-, -Waltz)",F,United States,Athletics,Gold,1
"Stanisawa Walasiewicz (-Walsh, -Olson)",F,Poland,Athletics,Gold,1
Stanislas Wawrinka,M,Switzerland,Tennis,Gold,1
Stanislav Afanasyevich Petukhov,M,Soviet Union,Ice Hockey,Gold,1
Stanislav Alekseyevich Pozdnyakov,M,Unified Team,Fencing,Gold,1
Stanislav Ivanovich Stepashkin,M,Soviet Union,Boxing,Gold,1
Stanislav Lusk,M,Czechoslovakia,Rowing,Gold,1
Stanislav Seman,M,Czechoslovakia,Football,Gold,1
Stanislav Vladimirovich Kulinchenko,M,Russia,Handball,Gold,1
"Stanley Anthony ""Stan"" Stanczyk",M,United States,Weightlifting,Gold,1
"Stanley Francis ""Stan"" Cwiklinski",M,United States,Rowing,Gold,1
Stanley Howard Shoveller,M,England-1,Hockey,Gold,1
Stanley Howard Shoveller,M,Great Britain,Hockey,Gold,1
"Stanley Rupert ""Stan"" Rowley",M,Amateur Athletic Association,Athletics,Gold,1
Stanley Vivian Bacon,M,Great Britain,Wrestling,Gold,1
Steen Klaaborg Secher,M,Denmark,Sailing,Gold,1
Steen Lerche Olsen (-Lerkentorp),M,Denmark,Gymnastics,Gold,1
Steeve Franois Fabien Gunot,M,France,Wrestling,Gold,1
Stefan Christian Holm,M,Sweden,Athletics,Gold,1
Stefan Daniel Patryk Liv (li-),M,Sweden,Ice Hockey,Gold,1
Stefan Groothuis,M,Netherlands,Speed Skating,Gold,1
Stefan Mitrovi,M,Serbia,Water Polo,Gold,1
Stefan Nimke,M,Germany,Cycling,Gold,1
Stefan Rasmussen,M,Denmark,Football,Gold,1
Stefan Saliger,M,Germany,Hockey,Gold,1
Stefan Steinweg,M,Germany,Cycling,Gold,1
Stefan Tewes,M,Germany,Hockey,Gold,1
"Stefanie Maria ""Steffi"" Graf",F,West Germany,Tennis,Gold,1
Stefano Baldini,M,Italy,Athletics,Gold,1
Stefano Donagrandi,M,Italy,Speed Skating,Gold,1
"Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",F,Bulgaria,Athletics,Gold,1
Stein Eriksen,M,Norway,Alpine Skiing,Gold,1
Steinar Amundsen,M,Norway,Canoeing,Gold,1
Stella Heorhivna Zakharova (-Khlus),F,Soviet Union,Gymnastics,Gold,1
Sten Einar Stensen,M,Norway,Speed Skating,Gold,1
Sten Suvio (Schuschin-),M,Finland,Boxing,Gold,1
Stepan Mikhaylovich Oshchepkov,M,Soviet Union,Canoeing,Gold,1
Stephan Eberharter,M,Austria,Alpine Skiing,Gold,1
Stephan Hocke,M,Germany,Ski Jumping,Gold,1
Stephan Mlvig,M,Denmark,Rowing,Gold,1
Stephan van den Berg,M,Netherlands,Sailing,Gold,1
"Stephanie ""Steph"" Cook",F,Great Britain,Modern Pentathlon,Gold,1
Stephanie Beckert,F,Germany,Speed Skating,Gold,1
Stephanie Karenmonica Brown-Trafton,F,United States,Athletics,Gold,1
Stephanie Renee Cox (Lopez-),F,United States,Football,Gold,1
"Stephen Albert ""Steve"" Macknowski",M,United States,Canoeing,Gold,1
"Stephen Alexander ""Sam"" Martin",M,Great Britain,Hockey,Gold,1
"Stephen Bradley ""Brad"" Wilkerson",M,United States,Baseball,Gold,1
Stephen Brian Wooldridge,M,Australia,Cycling,Gold,1
"Stephen Edward ""Steve"" Hegg",M,United States,Cycling,Gold,1
"Stephen Gregory ""Steve"" Yzerman",M,Canada,Ice Hockey,Gold,1
"Stephen James ""Steve"" Batchelor",M,Great Britain,Hockey,Gold,1
"Stephen John ""Steve"" Lysak",M,United States,Canoeing,Gold,1
Stephen Kiprotich,M,Uganda,Athletics,Gold,1
"Stephen Mark ""Steve"" Hawkins",M,Australia,Rowing,Gold,1
Stephen Martin Mowlam,M,Australia,Hockey,Gold,1
"Stephen Michael John ""Steve"" Ovett",M,Great Britain,Athletics,Gold,1
"Stephen Patrick ""Steve"" Trapmore",M,Great Britain,Rowing,Gold,1
"Stephen Todd ""Steve"" Alford",M,United States,Basketball,Gold,1
Steve Guerdat,M,Switzerland,Equestrianism,Gold,1
"Steven ""Steve"" Holcomb",M,United States-1,Bobsleigh,Gold,1
"Steven Bernard ""Steve"" Sheppard",M,United States,Basketball,Gold,1
"Steven D. ""Steve"" McCrory",M,United States,Boxing,Gold,1
"Steven Delano ""Steve"" Smith",M,United States,Basketball,Gold,1
"Steven Earl ""Steve"" Riddick",M,United States,Athletics,Gold,1
"Steven Edward ""Steve"" Salmons",M,United States,Volleyball,Gold,1
"Steven Howard ""Steve"" Fraser",M,United States,Wrestling,Gold,1
Steven John Bradbury,M,Australia,Short Track Speed Skating,Gold,1
"Steven Leslie ""Steve"" Hooker",M,Australia,Athletics,Gold,1
"Steven Mark ""Steve"" Christoff",M,United States,Ice Hockey,Gold,1
"Steven Michael ""Steve"" Mesler",M,United States-1,Bobsleigh,Gold,1
"Steven Richard ""Steve"" Erickson",M,United States,Sailing,Gold,1
Stewart Harold Morris,M,Swift,Sailing,Gold,1
Stine Lise Hattestad (-Bratsberg),F,Norway,Freestyle Skiing,Gold,1
Stoyan Delchev,M,Bulgaria,Gymnastics,Gold,1
Stoyanka Gruycheva-Kurbatova,F,Bulgaria,Rowing,Gold,1
Stuart Brian Tinney,M,Australia,Equestrianism,Gold,1
Stuart Peter O'Grady,M,Australia,Cycling,Gold,1
Stuart Ralston Laidlaw,M,Winnipeg Shamrocks-1,Lacrosse,Gold,1
Sture Henrik Ericsson (-Ewrus),M,Sweden,Gymnastics,Gold,1
Sture Henrik Stork,M,Rush V,Sailing,Gold,1
Sture Sivertsen,M,Norway,Cross Country Skiing,Gold,1
"Stylianos ""Stelios"" Mygiakis",M,Greece,Wrestling,Gold,1
Sukanya Srisurat,F,Thailand,Weightlifting,Gold,1
Sulo Artur Salmi,M,Finland,Gymnastics,Gold,1
Sulo Nurmela,M,Finland,Cross Country Skiing,Gold,1
"Sultanbai Saburovych ""Sultan"" Rakhmanov",M,Soviet Union,Weightlifting,Gold,1
Sumner Paine,M,United States,Shooting,Gold,1
"Sumner Wheeler White, III",M,Complex II,Sailing,Gold,1
Sun Fuming,F,China,Judo,Gold,1
Sun Linlin,F,China,Short Track Speed Skating,Gold,1
Sun Shuwei,M,China,Diving,Gold,1
Sun Tiantian,F,China-1,Tennis,Gold,1
Sun Yujie,F,China,Fencing,Gold,1
Sunday Bada,M,Nigeria,Athletics,Gold,1
Sunday Ogorchukwu Oliseh,M,Nigeria,Football,Gold,1
Sunder Lamont Nix,M,United States,Athletics,Gold,1
Sune Isidor Andersson,M,Sweden,Football,Gold,1
Suren Rubenovich Nalbandyan,M,Soviet Union,Wrestling,Gold,1
Surinder Singh Sodhi Shokar,M,India,Hockey,Gold,1
"Susan ""Sue"" Huggett",F,Zimbabwe,Hockey,Gold,1
Susan Elizabeth Doerr,F,United States,Swimming,Gold,1
Susan Gerard Rapp (-von der Lippe),F,United States,Swimming,Gold,1
"Susan Kay ""Sue"" Pitt (-Anderson)",F,United States,Swimming,Gold,1
Susannah Townsend,F,Great Britain,Hockey,Gold,1
"Susanne ""Sue"" Gossick",F,United States,Diving,Gold,1
"Susanne E. ""Susan"" Laird (-Scavey)",F,United States,Swimming,Gold,1
"Susanne Jean ""Susie"" Atwood",F,United States,Swimming,Gold,1
"Susanne Jean ""Suzy"" Jones (-Roy)",F,United States,Swimming,Gold,1
"Susanne Marie ""Susan"" Shields (-White)",F,United States,Swimming,Gold,1
Susanne Munk Lauritsen (-Wilbek),F,Denmark,Handball,Gold,1
Suzannah Bianco,F,United States,Synchronized Swimming,Gold,1
"Suzanne ""Sue"" Merz",F,United States,Ice Hockey,Gold,1
"Suzanne Elspeth ""Suzy"" Balogh",F,Australia,Shooting,Gold,1
Suzanne Rachel Flore Lenglen,F,France,Tennis,Gold,1
Suzanne Rachel Flore Lenglen,F,France-3,Tennis,Gold,1
"Suzanne Theresa ""Suzie"" McConnell (-Serio)",F,United States,Basketball,Gold,1
Sven Alfred Thofelt,M,Sweden,Modern Pentathlon,Gold,1
Sven Anders Grderud,M,Sweden,Athletics,Gold,1
Sven Bertil Johansson,M,Sweden,Canoeing,Gold,1
Sven Gustaf Thorell,M,Sweden,Sailing,Gold,1
Sven Hannawald (Phler-),M,Germany,Ski Jumping,Gold,1
Sven Ludvig Utterstrm,M,Sweden,Cross Country Skiing,Gold,1
Sven Meinhardt,M,Germany,Hockey,Gold,1
"Sven Olof ""Sven-Olof"" Jonsson",M,Sweden,Gymnastics,Gold,1
Sven Olof Johnson,M,Sweden,Gymnastics,Gold,1
Sven Otto Forssman,M,Sweden,Gymnastics,Gold,1
Sven-ke Lundbck,M,Sweden,Cross Country Skiing,Gold,1
Svend Meulengracht Madsen (Meulengracht-Madsen-),M,Denmark,Gymnastics,Gold,1
Svenja Anette Huth,F,Germany,Football,Gold,1
Svensk Hjalmar Zakeus Andersson,M,Sweden,Athletics,Gold,1
Sverine Anne-Marie Vandenhende,F,France,Judo,Gold,1
Sverre Melvin Farstad,M,Norway,Speed Skating,Gold,1
Sverre Stenersen,M,Norway,Nordic Combined,Gold,1
Svetla Khristova Otsetova,F,Bulgaria,Rowing,Gold,1
Svetlana Aleksandrova Zaboluyeva-Antipova (-Belova),F,Unified Team,Basketball,Gold,1
Svetlana Anastasovski-Obuina,F,Yugoslavia,Handball,Gold,1
Svetlana Anatolyevna Boyko,F,Russia,Fencing,Gold,1
Svetlana Dai-Kiti,F,Yugoslavia,Handball,Gold,1
Svetlana Dmitriyevna Nikishina (-Kunysheva),F,Soviet Union,Volleyball,Gold,1
Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,Soviet Union,Gymnastics,Gold,1
Svetlana Konstantinovna Kolesnichenko,F,Russia,Synchronized Swimming,Gold,1
Svetlana Leonidovna Boginskaya,F,Unified Team,Gymnastics,Gold,1
Svetlana Mikhaylovna Badulina (-Safronova),F,Soviet Union,Volleyball,Gold,1
Svetlana Mugoa-Anti,F,Yugoslavia,Handball,Gold,1
Svetlana Nikolayevna Baitova,F,Soviet Union,Gymnastics,Gold,1
Svetlana Nikolayevna Podobedova,F,Kazakhstan,Weightlifting,Gold,1
Svetlana Sergeyevna Boyarkina-Zhurova,F,Russia,Speed Skating,Gold,1
Svetlana Vadimovna Korytova,F,Soviet Union,Volleyball,Gold,1
Svetlana Valeryevna Bazhanova,F,Russia,Speed Skating,Gold,1
Svetlana Vladimirovna Krivelyova,F,Unified Team,Athletics,Gold,1
Svetlana Vyacheslavovna Nageykina,F,Soviet Union,Cross Country Skiing,Gold,1
Svetlana Yuryevna Sleptsova,F,Russia,Biathlon,Gold,1
Sybil Fenton Newall,F,Great Britain,Archery,Gold,1
Sybil Lorina Bauer,F,United States,Swimming,Gold,1
Sybille Reinhardt (Tietze-),F,East Germany,Rowing,Gold,1
Sybille Schmidt,F,Germany,Rowing,Gold,1
"Sydney Albert ""Syd"" Middleton",M,Australasia,Rugby,Gold,1
Sydney Rae Leroux (-Dwyer),F,United States,Football,Gold,1
Syed Ghulam Moinuddin,M,Pakistan,Hockey,Gold,1
Syed Mushtaq Ali,M,India,Hockey,Gold,1
Sylvi Riitta Saimo (Siki-),F,Finland,Canoeing,Gold,1
Sylvia Eliina Ruuska,F,United States,Swimming,Gold,1
Sylvia Rose (Mller-),F,East Germany,Rowing,Gold,1
Sylvie Bernier,F,Canada,Diving,Gold,1
Sylvie Daigle,F,Canada,Short Track Speed Skating,Gold,1
Sylvie Frchette (-Van Strydonck),F,Canada,Synchronized Swimming,Gold,1
Szilveszter Csollny,M,Hungary,Gymnastics,Gold,1
Szymon Zikowski,M,Poland,Athletics,Gold,1
Tabea Kemme,F,Germany,Football,Gold,1
Taco Hajo van den Honert,M,Netherlands,Hockey,Gold,1
Tadayoshi Yokota,M,Japan,Volleyball,Gold,1
Tadeusz lusarski,M,Poland,Athletics,Gold,1
Tae Satoya,F,Japan,Freestyle Skiing,Gold,1
Tage Henriksen,M,Denmark,Rowing,Gold,1
Tagir Kamalutdinovich Khaybulayev,M,Russia,Judo,Gold,1
Taha Akgl,M,Turkey,Wrestling,Gold,1
Tairia Flowers,F,United States,Softball,Gold,1
"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,Cuba,Volleyball,Gold,1
Takafumi Nishitani,M,Japan,Short Track Speed Skating,Gold,1
Takako Iida,F,Japan,Volleyball,Gold,1
Takako Shirai (-Takagi),F,Japan,Volleyball,Gold,1
Takanobu Okabe,M,Japan,Ski Jumping,Gold,1
Takao Kawaguchi,M,Japan,Judo,Gold,1
Takao Sakurai,M,Japan,Boxing,Gold,1
Takashi Kobayashi,M,Japan,Wrestling,Gold,1
Takashi Yokoyama,M,Japan,Swimming,Gold,1
Takehide Nakatani,M,Japan,Judo,Gold,1
Takehiro Kashima,M,Japan,Gymnastics,Gold,1
Takeichi Nishi,M,Japan,Equestrianism,Gold,1
Takeo Kamachi,M,Japan,Shooting,Gold,1
Takeshi Kato,M,Japan,Gymnastics,Gold,1
Talant Mushanbetovich Duyshebayev,M,Unified Team,Handball,Gold,1
Talmo Curto de Oliveira,M,Brazil,Volleyball,Gold,1
Tamara Andreyevna Tyshkevich,F,Soviet Union,Athletics,Gold,1
Tamara Csipes,F,Hungary,Canoeing,Gold,1
Tamara Vasilyevna Lazakovich,F,Soviet Union,Gymnastics,Gold,1
Tammy Lee Shewchuk (-Dryden),F,Canada,Ice Hockey,Gold,1
Tammy P. Cleland-McGregor,F,United States,Synchronized Swimming,Gold,1
Tamra Dauniene (Kaagina-),F,Soviet Union,Basketball,Gold,1
Tams Farag,M,Hungary,Water Polo,Gold,1
Tams Gbor,M,Hungary,Fencing,Gold,1
Tams Mendelnyi,M,Hungary,Fencing,Gold,1
Tams Mrcz,M,Hungary,Water Polo,Gold,1
Tandara Caixeta,F,Brazil,Volleyball,Gold,1
Taner Sar,M,Turkey,Weightlifting,Gold,1
Tang Bin,F,China,Rowing,Gold,1
Tang Gonghong,F,China,Weightlifting,Gold,1
Tang Lin,F,China,Judo,Gold,1
Tang Lingsheng,M,China,Weightlifting,Gold,1
Tania Di Mario,F,Italy,Water Polo,Gold,1
Tania Lamarca Celada,F,Spain,Rhythmic Gymnastics,Gold,1
Tania Ortz Calvo,F,Cuba,Volleyball,Gold,1
Tanja Frieden,F,Switzerland,Snowboarding,Gold,1
Tanvir Ahmad Dar,M,Pakistan,Hockey,Gold,1
Tanya Bogomilova-Dangalakova,F,Bulgaria,Swimming,Gold,1
Tao Luna,F,China,Shooting,Gold,1
Taoufik Makhloufi,M,Algeria,Athletics,Gold,1
Tapio Valfrid Mkel,M,Finland,Cross Country Skiing,Gold,1
Tara Kristen Lipinski (-Kapostasy),F,United States,Figure Skating,Gold,1
Tara Lee Nott-Cunningham,F,United States,Weightlifting,Gold,1
Tara Leigh-Anne Watchorn,F,Canada,Ice Hockey,Gold,1
Tara Mounsey,F,United States,Ice Hockey,Gold,1
Taras Yuryevich Khtey,M,Russia,Volleyball,Gold,1
Taribo West,M,Nigeria,Football,Gold,1
Tariq Aziz,M,Pakistan,Hockey,Gold,1
Tariq Niazi,M,Pakistan,Hockey,Gold,1
Tarjei B,M,Norway,Biathlon,Gold,1
Tarlochan Singh Bawa,M,India,Hockey,Gold,1
Tarnee Renee White (-Southwell),F,Australia,Swimming,Gold,1
Taryn Nadine Woods,F,Australia,Water Polo,Gold,1
Tate Smith,M,Australia,Canoeing,Gold,1
Tatjana Hfner,F,Germany,Luge,Gold,1
Tatsuhiro Yonemitsu,M,Japan,Wrestling,Gold,1
Tatyana Aleksandrovna Kraynova (-Romashkan),F,Soviet Union,Volleyball,Gold,1
Tatyana Aleksandrovna Navka,F,Russia-1,Figure Skating,Gold,1
Tatyana Alekseyevna Kolpakova (-Abbyasova),F,Soviet Union,Athletics,Gold,1
Tatyana Gennadyevna Goyshchik (-Nasonova),F,Soviet Union,Athletics,Gold,1
Tatyana Igorevna Gorbunova,F,Russia,Rhythmic Gymnastics,Gold,1
Tatyana Ivanovna Sidorenko,F,Soviet Union,Volleyball,Gold,1
Tatyana Ivanovna Totmyanina,F,Russia-1,Figure Skating,Gold,1
Tatyana Mikhaylovna Ivinskaya (-Beloshapko),F,Soviet Union,Basketball,Gold,1
Tatyana Mikhaylovna Ledovskaya,F,Soviet Union,Athletics,Gold,1
Tatyana Pavlovna Gonobobleva (Semyonova-),F,Soviet Union,Volleyball,Gold,1
Tatyana Romanovna Lebedeva,F,Russia,Athletics,Gold,1
Tatyana Sergeyevna Kurbakova,F,Russia,Rhythmic Gymnastics,Gold,1
Tatyana Viktorovna Lysenko (-Beloborodova),F,Russia,Athletics,Gold,1
Tatyana Vladimirova Yerokhina,F,Russia,Handball,Gold,1
Taufik Hidayat,M,Indonesia,Badminton,Gold,1
Tauqir Dar,M,Pakistan,Hockey,Gold,1
Taylor Ellis-Watson,F,United States,Athletics,Gold,1
Taylor Ritzel,F,United States,Rowing,Gold,1
Tayna Lawrence,F,Jamaica,Athletics,Gold,1
Tayshaun Durell Prince,M,United States,Basketball,Gold,1
Tecla Marinescu-Borcnea (Afanasie-),F,Romania,Canoeing,Gold,1
"Teignmouth Philip ""Tim"" Melvill",M,Great Britain,Polo,Gold,1
Tejbir Bura,M,Nepal,Alpinism,Gold,1
Tell Schirnding Berna,M,United States,Athletics,Gold,1
"Tellef Kristian ""Tell"" Wagle",M,Irene,Sailing,Gold,1
Temba Sherpa,M,India,Alpinism,Gold,1
Teng Haibin,M,China,Gymnastics,Gold,1
"Tenley Emma Albright (-Gardiner, -Blakely)",F,United States,Figure Skating,Gold,1
"Terence George ""Terry"" Spinks",M,Great Britain,Boxing,Gold,1
"Terence Gilbert ""Terry"" Dischinger",M,United States,Basketball,Gold,1
"Terence Percival ""Ted"" Hanney",M,Great Britain,Football,Gold,1
Terence Robert Beaumont Sanders,M,Great Britain,Rowing,Gold,1
Teresa Barbara Ciepy-Wieczorek,F,Poland,Athletics,Gold,1
Teresa Gaye Weatherspoon,F,United States,Basketball,Gold,1
Teresa Motos Izeta,F,Spain,Hockey,Gold,1
Tereza Moncheva Marinova,F,Bulgaria,Athletics,Gold,1
Terje Bjarte Langli,M,Norway,Cross Country Skiing,Gold,1
"Terrence John ""Terry"" McCann",M,United States,Wrestling,Gold,1
"Terrence Michael ""Terry"" Paul",M,Canada,Rowing,Gold,1
Teruichi Okamura,M,Japan,Gymnastics,Gold,1
Teslim Babatunde Fatusi,M,Nigeria,Football,Gold,1
Tessa Bonhomme,F,Canada,Ice Hockey,Gold,1
Tessa Gobbo,F,United States,Rowing,Gold,1
Tessa Jane Virtue (-McCormick),F,Canada-1,Figure Skating,Gold,1
Tessa Parkinson,F,Australia,Sailing,Gold,1
Tetiana Andrivna Volosozhar,F,Russia,Figure Skating,Gold,1
Tetiana Andrivna Volosozhar,F,Russia-1,Figure Skating,Gold,1
Tetiana Hryhorivna Hlushchenko (-Lapshynova),F,Soviet Union,Handball,Gold,1
Tetiana Vasylivna Prorochenko (-Burakova),F,Soviet Union,Athletics,Gold,1
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,Soviet Union,Athletics,Gold,1
Tetsuo Hamuro,M,Japan,Swimming,Gold,1
Tetsuo Nishimoto,M,Japan,Volleyball,Gold,1
Tetsuo Sato,M,Japan,Volleyball,Gold,1
Tevfik K,M,Turkey,Wrestling,Gold,1
Thelma H. Kalama (-Aiu),F,United States,Swimming,Gold,1
"Theodore Allison ""Ted"" Nash, II",M,United States,Rowing,Gold,1
Theodore Howard Somervell,M,Great Britain,Alpinism,Gold,1
"Theodorus ""Theo"" Willems",M,Netherlands,Archery,Gold,1
"Theoren Wallace ""Theo"" Fleury",M,Canada,Ice Hockey,Gold,1
"Theresa Ione ""Tessa"" Sanderson (-White)",F,Great Britain,Athletics,Gold,1
Therese Johaug,F,Norway,Cross Country Skiing,Gold,1
Thiago Braz da Silva,M,Brazil,Athletics,Gold,1
Thiago Maia Alencar,M,Brazil,Football,Gold,1
Thibaut Vallette,M,France,Equestrianism,Gold,1
Thierry Pponnet,M,France,Sailing,Gold,1
Thierry Rey,M,France,Judo,Gold,1
Thies Kaspareit,M,West Germany,Equestrianism,Gold,1
Thilo Stralkowski,M,Germany,Hockey,Gold,1
"Thomas ""Tommy"" Hampson",M,Great Britain,Athletics,Gold,1
"Thomas Allen ""Tom"" Pollock",M,Canada,Ice Hockey,Gold,1
"Thomas Allen ""Tom"" Shields",M,United States,Swimming,Gold,1
"Thomas Andrew ""Tom"" Malchow",M,United States,Swimming,Gold,1
Thomas Bach,M,West Germany,Fencing,Gold,1
Thomas Bimis,M,Greece,Diving,Gold,1
"Thomas Blackwood ""Tom"" Murray",M,Great Britain,Curling,Gold,1
Thomas Campbell Webster,M,Angelita,Sailing,Gold,1
Thomas Christopher Burn,M,Great Britain,Football,Gold,1
Thomas Coats Glen Glen-Coats,M,Hera-1,Sailing,Gold,1
Thomas Coe,M,"Osborne Swimming Club, Manchester",Water Polo,Gold,1
Thomas Domian,M,West Germany,Rowing,Gold,1
Thomas Doodputlee McMeekin,M,Dormy-1,Sailing,Gold,1
"Thomas Edward ""Ted"" Hibberd",M,Canada,Ice Hockey,Gold,1
